custnmbr,addrcode,custname,address1,address2,address3,ccode,city,country,state,zip
99D49E9,9D0770F,Geta Goutnat Canada Inc                                          ,11 REDWING DR                                                ,                                                             ,                                                             ,CA     ,GOFFS                              ,Canada                                                       ,NS                           ,B2T 1K3    
6E42EAA,8D65B1B,Quexuty Comctata Ltd. - Nomctom                                  ,648 Edinburgh Dr                                             ,                                                             ,                                                             ,CA     ,Moncton                            ,Canada                                                       ,NB                           ,E1E 4C6    
2D800B4,D47EB9E,Ztoma & Zouth c/o Bampexa                                        ,PO Box 290                                                   ,                                                             ,                                                             ,CA     ,Kingston                           ,Canada                                                       ,ON                           ,K7L 4V8    
978D510,B169E8D,Henbtom Xaezumg and Zexaz Ltd.                                   ,Rpo- Profess Centre                                          ,5991 Spring Garden Road                                      ,                                                             ,CA     ,Halifax                            ,Canada                                                       ,NS                           ,B3H 4R7    
7213747,2A64420,CBNU as egamt for 5010 Yomga Street                              ,5000 Yonge Street                                            ,Suite 1703                                                   ,                                                             ,CA     ,North York                         ,Canada                                                       ,ON                           ,M2N 7E9    
EBFFFA2,765812E,Gaztuom BZ                                                       ,215 St-Laurent                                               ,                                                             ,                                                             ,CA     ,Montreal                           ,Canada                                                       ,QC                           ,H2Y 3T9    
ED7687F,8091A65,St. Ztabham'z-Om-The-Huxx Umutap Church                          ,998 Indian Road                                              ,                                                             ,                                                             ,CA     ,Mississauga                        ,Canada                                                       ,ON                           ,L5H 1R5    
3ED77D3,40B8E09,Bucoma Pounut Holdings Inc.                                      ,1729 Bank Street                                             ,                                                             ,                                                             ,CA     ,Ottawa                             ,Canada                                                       ,ON                           ,K1V 7Z4    
3ED77D3,C67372D,Bucoma Pounut Holdings Inc.                                      ,1191 UNION AVE                                               ,                                                             ,                                                             ,CA     ,MONTREAL                           ,Canada                                                       ,QC                           ,H3B 3C3    
2817C55,9ADC4B6,Les Toutz du Betc Waztnoumt                                      ,4700 RUE SAINTE-CATHERINE O                                  ,                                                             ,                                                             ,CA     ,WESTMOUNT                          ,Canada                                                       ,QC                           ,H3Z 1S6    
6F673A1,BC824E3,Wevatxy Nemot                                                    ,#100 - 1830 College Ave                                      ,                                                             ,                                                             ,CA     ,Regina                             ,Canada                                                       ,SK                           ,S4P 1C2    
F4A71B5,7486AE7,Baeu-Xuau Umztemtemé Inc.                                        ,765 RUE NOBEL                                                ,BUREAU 101                                                   ,                                                             ,CA     ,SAINT-JEROME                       ,Canada                                                       ,QC                           ,J7Z 7A3    
E848E25,F971689,Notguetp Corporation                                             ,1400-505 3rd St SW                                           ,                                                             ,                                                             ,CA     ,Calgary                            ,Canada                                                       ,ALBERTA                      ,T2P 3E6    
A303184,7486AE7,Cégab de Zeumt-Jétôna                                            ,455 RUE FOURNIER                                             ,                                                             ,                                                             ,CA     ,SAINT-JEROME                       ,Canada                                                       ,QC                           ,J7Z 4V2    
CC88A89,7486AE7,Buempatua Zemuteuta Inc.                                         ,"810, rue St-Georges                                          ",                                                             ,                                                             ,CA     ,Saint-Jerome                       ,Canada                                                       ,QC                           ,J7Z 5C9    
CBA518F,BC824E3,Netquetpt Mechanical UXC                                         ,3200 12th Avenue                                             ,                                                             ,                                                             ,CA     ,Regina                             ,Canada                                                       ,SK                           ,S4T 1J9    
F39E9C2,B169E8D,HCC #240                                                         ,"33 Alderney Drive, Suite 650                                 ",                                                             ,                                                             ,CA     ,Halifax                            ,Canada                                                       ,NS                           ,B2Y 2N4    
882F1DC,5995167,EC Puzbamzumg Equipment                                          ,100 Dispensing Way                                           ,                                                             ,                                                             ,CA     ,Lower Sackville                    ,Canada                                                       ,NS                           ,B4C 4H2    
92BE268,D0C7C08,Natcexfa Fenuxy Pamtex Centre                                    ,7606 VILLAGE CENTER PL                                       ,                                                             ,                                                             ,CA     ,GREELY                             ,Canada                                                       ,ON                           ,K4P 0C8    
D020EDF,20DD8AA,Motthzypa Btocazzumg                                             ,7 Commercial St                                              ,                                                             ,                                                             ,CA     ,Louisbourg                         ,Canada                                                       ,NS                           ,B1C 1B5    
E419B3C,5920FF2,ZPC Xoftz des Ettz                                               ,3410 RUE GALT O                                              ,                                                             ,                                                             ,CA     ,SHERBROOKE                         ,Canada                                                       ,QC                           ,J1H 0A5    
6297455,3B97236,Eutunm HVEC Inc                                                  ,613  Irwin Crescent                                          ,                                                             ,                                                             ,CA     ,Newmarket                          ,Canada                                                       ,ON                           ,L3Y 5A1    
64CF549,AF1F7A3,Numutaneup Company/Feutxufa                                      ,781 Lansdowne St W                                           ,BUILDING 3                                                   ,                                                             ,CA     ,Peterborough                       ,Canada                                                       ,ON                           ,K9J 1Z2    
3262A0A,2641CFD,Hotuzom Bxeztucz International                                   ,Building #3                                                  ,PO Box 474                                                   ,                                                             ,CA     ,Cobourg                            ,Canada                                                       ,ON                           ,K9A 4L1    
4A6EE01,B169E8D,Nythoz Developments Limited -                                    ,"150 Solutions Drive, Suite 100                               ",                                                             ,                                                             ,CA     ,Halifax                            ,Canada                                                       ,NS                           ,B3S 0E5    
5110265,99F5F6B,HCCC #295 c/o                                                    ,61 PRINCE ALBERT RD                                          ,                                                             ,                                                             ,CA     ,DARTMOUTH                          ,Canada                                                       ,NS                           ,B2Y 1M1    
1FF88F0,2CDD672,BZCC87 c/o  Aeztwey                                              ,250 WATER ST                                                 ,SUITE 202                                                    ,                                                             ,CA     ,WHITBY                             ,Canada                                                       ,ON                           ,L1N 0G5    
C036A91,2641CFD,MZCC68 c/o                                                       ,711 Ontario St. Box 727                                      ,                                                             ,                                                             ,CA     ,Cobourg                            ,Canada                                                       ,ON                           ,K9A 4R5    
C4DC44B,D47EB9E,MZCC 54 c/o Bampexa Property Management                          ,PO Box 290                                                   ,                                                             ,                                                             ,CA     ,Kingston                           ,Canada                                                       ,ON                           ,K7L 4V8    
59FC894,67C3DE2,Gemttax                                                          ,12 Barr Road                                                 ,                                                             ,                                                             ,CA     ,Ajax                               ,Canada                                                       ,ON                           ,L1S 3X9    
3C1AF92,99F5F6B,MZCC - Evuetuom Campus                                           ,375 Pleasant Street                                          ,Unit 100                                                     ,                                                             ,CA     ,Dartmouth                          ,Canada                                                       ,NS                           ,B2Y 4N4    
C3E9A1F,6B225BF,BNO c/o BGUZ Canada LP                                           ,PO Box 3546                                                  ,                                                             ,                                                             ,CA     ,Markham                            ,Canada                                                       ,ON                           ,L3R 0Y7    
46ED0F4,4EF853F,Tetenegoucha Btawaty                                             ,235 Main Street                                              ,                                                             ,                                                             ,CA     ,Tatamagouche                       ,Canada                                                       ,NS                           ,B0K 1V0    
769D701,F1D7789,Motthen - UE (QQT) Co-tamemcy                                    ,207 Queens Quay West                                         ,Suite #141                                                   ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5J 1A7    
D6BC5CC,C74FC32,Johmzom Comttoxz Canada LP                                       ,P.O. Box 2012                                                ,                                                             ,                                                             ,CA     ,Milwaukee                          ,Canada                                                       ,WI                           ,532 01     
E56F44E,2641CFD,Cuzton Bxeztucz Ltd.                                             ,887 D'Arcy Street                                            ,                                                             ,                                                             ,CA     ,Cobourg                            ,Canada                                                       ,ON                           ,K9A 4B4    
AC83A83,99F5F6B,Etxemtuce                                                        ,9 Ralston Avenue                                             ,                                                             ,                                                             ,CA     ,Dartmouth                          ,Canada                                                       ,NS                           ,B3B 1H5    
5008A2D,733DC41,Buame                                                            ,"2955, rue Cartier                                            ",                                                             ,                                                             ,CA     ,Saint Hyacinthe                    ,Canada                                                       ,QC                           ,J2S 1L4    
4217F0C,8091A65,Btencex Btopuctuomz Inc                                          ,"1900 Minnesota Court, Suite 200                              ",                                                             ,                                                             ,CA     ,Mississauga                        ,Canada                                                       ,ON                           ,L5N 1P8    
538C5AB,472D8FF,Axactto Cebxaz Inc.                                              ,9 Riverside Drive                                            ,P.O. Box 276                                                 ,                                                             ,CA     ,Trenton                            ,Canada                                                       ,ON                           ,K8V 5R5    
FC4B076,19007BB,Town of Ztaxxettom                                               ,345 South Foord Street                                       ,                                                             ,                                                             ,CA     ,Stellarton                         ,Canada                                                       ,NS                           ,B0K 1S0    
FA75BB8,BC824E3,Tagume Eutbott Euthotuty                                         ,5201 REGINA AVE                                              ,                                                             ,                                                             ,CA     ,REGINA                             ,Canada                                                       ,SK                           ,S4W 1B3    
F229772,C67372D,Wexnem                                                           ,"4605, avenue du Parc                                         ",                                                             ,                                                             ,CA     ,Montreal                           ,Canada                                                       ,QC                           ,H2V 4E4    
C6A1FE5,173B08A,BAN LP (Agxumtom) c/o Zeppxabtook Construction                   ,Suite 401-7300 Keele Street                                  ,                                                             ,                                                             ,CA     ,Concord                            ,Canada                                                       ,ON                           ,L4K 0E5    
503D6C3,F1D7789,Buzze Move                                                       ,1260 Lawrence Avenue  East                                   ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M3A 1C4    
FF41A12,8091A65,G. Btempt Naet Beckatz Ltd.                                      ,1878 Mattawa Avenue                                          ,                                                             ,                                                             ,CA     ,Mississauga                        ,Canada                                                       ,ON                           ,L4X 1K1    
2CA8FE8,46D8581,VTN Mechanical                                                   ,3 The Green Pines                                            ,                                                             ,                                                             ,CA     ,Etobicoke                          ,Canada                                                       ,ON                           ,M9C 2K5    
6975F6B,F1D7789,Aeztboump Btawumg Co.                                            ,700 Queen St. E.                                             ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M4M 1G9    
6CE2F6C,ECEB307,Totex Bopy Ceta                                                  ,120A Van Kirk Drive                                          ,                                                             ,                                                             ,CA     ,Brampton                           ,Canada                                                       ,ON                           ,L7A 1B1    
C326381,F1D7789,Ummocom Connuzzuomat-                                            ,535 Commissioner Street                                      ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M4M 1A5    
4E0673D,F1D7789,The Canada Xufa Ezzutemca Company c/o GWX Taexty                 ,330 University Ave                                           ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5G 1R8    
4E0673D,710EA99,The Canada Xufa Ezzutemca Company c/o GWX Taexty                 ,5160 Yonge Street                                            ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M2N 6L9    
9BDA956,8091A65,"TBB UMVAZTNAMTZ  INC., BZZ UMVAZTNAMTZ INC.and THE               ",COMPANY by their agent GWL Realty Advisors Inc.              ,300-1 City Centre Drive Suite 300                            ,                                                             ,CA     ,Mississauga                        ,Canada                                                       ,ON                           ,L5B 1M2    
6178CDF,9BA5DB4,Nécemuqua BCU                                                    ,95 Boul De La Technologie                                    ,Local 113                                                    ,                                                             ,CA     ,Gatineau                           ,Canada                                                       ,QC                           ,J8Z 3G4    
2CFDFD5,F1D7789,185-211 Waztctaak Bxvp Holdings UXC                              ,"121 King Street West, Suite 2100                             ",PO BOX 112                                                   ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5H 3T9    
0C87F9D,F1D7789,Ceztxaboumt Euto BXPG Inc c/o Kubxumg Taexty                     ,"65 Queen St W, Suite 700                                     ",                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5H 2M5    
ED17477,F1D7789,2344711 Ontario Ltd. c/o GWX Taexty Epvuzotz Inc.                ,330 UNIVERSITY AVENUE                                        ,PMO S-2                                                      ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5G 1R8    
E934C0D,BC824E3,Anatgamcy Napucex Services Camttex                               ,1A03-1350 Albert Street                                      ,                                                             ,                                                             ,CA     ,Regina                             ,Canada                                                       ,SK                           ,S4R 2R7    
029953E,ECEB307,ZOMAUX VEUGHEM INC. O/E ZOMAUX                                   ,46 West Drive                                                ,                                                             ,                                                             ,CA     ,Brampton                           ,Canada                                                       ,ON                           ,L6T 3T6    
53FC880,9ADC4B6,Bxumpz To Go Inc                                                 ,300-4150 Sherbrooke West                                     ,                                                             ,                                                             ,CA     ,Westmount                          ,Canada                                                       ,QC                           ,H3Z 1C2    
860D26E,BC824E3,Waxxpoma Mechanical Services Inc.                                ,470 HENDERSON DR                                             ,                                                             ,                                                             ,CA     ,REGINA                             ,Canada                                                       ,SK                           ,S4N 5W9    
49E5BE4,F1D7789,Zbac Futmututa                                                   ,165 City View Drive                                          ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M9W 5B1    
E23A505,B169E8D,Umuvatzex Property Management                                    ,4th Floor - 1900 Barrington Street                           ,                                                             ,                                                             ,CA     ,Halifax                            ,Canada                                                       ,NS                           ,B3J 2P8    
5F17A86,,Wazt Hemtz Taguomex Numucubexuty                                 ,                                                             ,                                                             ,                                                             ,       ,                                   ,                                                             ,                             ,           
15FD936,C67372D,Zympucet 375 Zeumt-Empta                                         ,1723 RUE ST PATRICK                                          ,SUITE 102                                                    ,                                                             ,CA     ,MONTREAL                           ,Canada                                                       ,QC                           ,H3K 3G9    
B67A336,DBEFAEA,1132 International Monumaa Inc.                                  ,2275 Upper Middle Road East Suite 700                        ,                                                             ,                                                             ,CA     ,Oakville                           ,Canada                                                       ,ON                           ,L6H 0C3    
29CAC4B,EC141E8,Btupgatowm & District Nanotuex Etame                             ,30 Jeffery Rd                                                ,                                                             ,                                                             ,CA     ,Bridgetown                         ,Canada                                                       ,NS                           ,B0S 1C0    
E6A1AD0,C67372D,UTZZT-Conbtaz e beyat                                            ,505 BOUL DE MAISONNEUVE O                                    ,                                                             ,                                                             ,CA     ,MONTREAL                           ,Canada                                                       ,QC                           ,H3A 3C2    
482AC51,6B225BF,JUZ Zbacuexty Products                                           ,31 BURR CRES                                                 ,                                                             ,                                                             ,CA     ,MARKHAM                            ,Canada                                                       ,ON                           ,L3R 9B8    
83E47D7,F1D7789,The Canada  Xufa Ezzutemca Company c/o GWX Taexty Epvuzotz Inc.  ,c/o GWL Realty Advisors Inc.                                 ,BOX 199 1 Adelaide ST E                                      ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5C 2V9    
71B9B11,2A64420,Namkaz 110 Quaamz Quey Aezt Ltd.                                 ,4711 YONGE ST                                                ,SUITE 1400                                                   ,                                                             ,CA     ,NORTH YORK                         ,Canada                                                       ,ON                           ,M2N 7E4    
71B9B11,3905F34,Namkaz 110 Quaamz Quey Aezt Ltd.                                 ,4711 YONGE ST                                                ,SUITE 1400                                                   ,                                                             ,CA     ,NORTH YORK                         ,Canada                                                       ,ON                           ,M2N 7E4    
745CF92,99F5F6B,Eumzwotth Inc. - MZ                                              ,131 ILSLEY AVE                                               ,# AB                                                         ,                                                             ,CA     ,DARTMOUTH                          ,Canada                                                       ,NS                           ,B3B 1T1    
2ED3A8D,2196B05,Anbexxegaz Nutchax-Xumcoxm Ltée                                  ,3737 BOUL THIMENS                                            ,                                                             ,                                                             ,CA     ,ST-LAURENT                         ,Canada                                                       ,QC                           ,H4R 1V1    
52B9F13,4E68982,Cetxtom Towat Limited                                            ,"235 Yorkland Blvd, Suite 105                                 ",                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,                             ,ON         
C82576D,75ECB0A,Btanuata Plumbing                                                ,1536 CHAMPLAIN ST                                            ,                                                             ,                                                             ,CA     ,DIEPPE                             ,Canada                                                       ,NB                           ,E1A 1R5    
F1FF2F9,F1D7789,Xempe Kammapy Office Limited Bettmatzhub                         ,Management Ltd.                                              ,812/4936 Yonge Street                                        ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M2N 6S3    
5D5CF71,F1D7789,ZZAvoque Wetat Technologies Ltd                                  ,2045 Drew Road                                               ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,L5S 1S4    
5D5CF71,FD39761,ZZAvoque Wetat Technologies Ltd                                  ,3673 BOUL DE LA CITE-DES-JEUNES                              ,                                                             ,                                                             ,CA     ,VAUDREUIL-DORION                   ,Canada                                                       ,QC                           ,J7V 3Z2    
A6FF180,C67372D,Gaztuom BZ 1610 Ottawa                                           ,1600 Ottawa                                                  ,                                                             ,                                                             ,CA     ,Montreal                           ,Canada                                                       ,QC                           ,H3C 0V6    
34C537D,8091A65,"BZZ, TBB & CXEC                                                  ",300-1 City Centre DR.                                        ,                                                             ,                                                             ,CA     ,Mississauga                        ,Canada                                                       ,ON                           ,L5B 1M2    
26984ED,F1D7789,Cumazbeca Fuxn Ztupuoz                                           ,"777 Kipling Avenue, Suite 300                                ",                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M8Z 5Z4    
A2616AC,B169E8D,J12K Tamtexz Limited                                              ,49 FRIESIAN CRT                                              ,UNIT 100                                                     ,                                                             ,CA     ,HALIFAX                            ,Canada                                                       ,NS                           ,B3M 0J8    
37B21D1,F1D7789,CBNU as Egamtz for 121 Batat UE                                  ,"90 Sheppard Ave. East, Suite 305                             ",                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M2N 3A1    
9FED469,F1D7789,CBNU as Egamtz for Pumpez Apwetp Centre                          ,"90 Sheppard Ave. East, Suite 305                             ",                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M2N 3A1    
3B376C0,BC824E3,Chetem Property Management                                       ,3889 Arcola Ave E                                            ,                                                             ,                                                             ,CA     ,Regina                             ,Canada                                                       ,SK                           ,S4V 1P5    
B06C087,F1D7789,OTCE 12 Neum                                                      ,28 Norwood Road                                              ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M4E 2S2    
5E3B40A,,Znuth + Empatzam                                                 ,                                                             ,                                                             ,                                                             ,       ,                                   ,                                                             ,                             ,           
E60471A,46D8581,Hotuzom Mechanical Comttectotz                                   ,109 Shorncliffe Road                                         ,                                                             ,                                                             ,CA     ,Etobicoke                          ,Canada                                                       ,ON                           ,M8Z 5K7    
965A882,F1D7789,FUATE Taex  Estate  Cota Fund LP c/o  Coxxuatz                   ,"181 Bay Street, Suite 1400                                   ",                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5J 2V1    
BB58D4C,CC5A548,Yotk Zuncoa Management Services                                  ,431 Huronia Rd. Unit 5                                       ,                                                             ,                                                             ,CA     ,Barrie                             ,Canada                                                       ,ON                           ,L4N 9B3    
DB1077C,F1D7789,Axzet Construction Inc.                                          ,21 Sable Street                                              ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M6M 4K8    
C8269D9,F1D7789,Oma Yotk Street Inc.                                             ,4711 Yonge Street                                            ,Suite 1400                                                   ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M2N 7E4    
BC96BB8,151534A,Taex Estate 370                                                  ,40 REGENCY PARK DR                                           ,                                                             ,                                                             ,CA     ,HALIFAX                            ,Canada                                                       ,NS                           ,B3S 1L4    
869A565,DCFC9B3,CXUC & CXEC                                                      ,C/O GWL REALTY ADVISORS INC                                  ,56 WELLESLEY ST W                                            ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5S 2S3    
9861BC3,52CF224,Uzxemp Ebbay Muttutuomexz                                        ,20 Innovation Way                                            ,                                                             ,                                                             ,CA     ,Charlottetown                      ,Canada                                                       ,PE                           ,C1E 0K4    
4FF5741,C67372D,Gaztuom Cotav                                                    ,9250 BOUL DE L'ACADIE                                        ,SUITE 205                                                    ,                                                             ,CA     ,MONTREAL                           ,Canada                                                       ,QC                           ,H4N 3C5    
D02E0BA,4B10EDD,Tuchnomp Vuxxe                                                   ,9361 Pepperell St                                            ,                                                             ,                                                             ,CA     ,St Peters                          ,Canada                                                       ,NS                           ,B0E 3B0    
04D5A8B,82B0067,City Of Zexnom Etn Wotkz Yetp                                    ,#100-30th St SE                                              ,                                                             ,                                                             ,CA     ,Salmon Arm                         ,Canada                                                       ,BC                           ,V1E 1J5    
8310BDC,3AA8CA3,EC Mechanical Comttectotz Ltd                                    ,17-2857 Sherwood Heights Drive                               ,                                                             ,                                                             ,CA     ,Oakville                           ,Canada                                                       ,ON                           ,L6J 7J9    
27B6DD3,40B8E09,VUE Teux c/o Eumzwotth Facility Service Pazk                     ,69 Auriga Drive                                              ,                                                             ,                                                             ,CA     ,Ottawa                             ,Canada                                                       ,ON                           ,K2E 7Z2    
57DEF42,F1D7789,Pem Tazupamca                                                    ,15 High Point Road                                           ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M3B 2A3    
A321D5E,2A64420,Hetty Nuxxat Holdings Corp. C/O Joxem Properties Inc             ,100 - 2600 Finch Avenue West                                 ,                                                             ,                                                             ,CA     ,North York                         ,Canada                                                       ,ON                           ,M9M 2G4    
C202EBA,99F5F6B,Zaeboumt Hetbout Uzxa (2025) Inc                                 ,45 Alderney Drive                                            ,Suite 910                                                    ,                                                             ,CA     ,Dartmouth                          ,Canada                                                       ,NS                           ,B2Y 2N6    
B32DFF1,6B225BF,2305098 Ontario Inc.                                             ,60 COLUMBIA WAY                                              ,SUITE 116                                                    ,                                                             ,CA     ,MARKHAM                            ,Canada                                                       ,ON                           ,L3R 0C9    
D34CF4A,765812E,ZZJXX                                                            ,1500 AV MCGILL COLLEGE                                       ,"PLACE MONTREAL TRUST, LE 1500,                               ",                                                             ,CA     ,MONTREAL                           ,Canada                                                       ,QC                           ,H3A 3J5    
38969EB,8091A65,Unnaubxa Le 1510 inc.                                            ,PO Box 2085 Mississauga B                                    ,                                                             ,                                                             ,CA     ,Mississauga                        ,Canada                                                       ,ON                           ,L4Y 3W6    
EB94512,8091A65,Uvemhoa BNT inc.                                                 ,PO Box 2085 Mississauga B                                    ,                                                             ,                                                             ,CA     ,Mississauga                        ,Canada                                                       ,ON                           ,L4Y 3W6    
1528DE6,3A7BDCE,9326-5373 Quebec Inc.                                            ,4125 Autoroutes de Laurentides                               ,                                                             ,                                                             ,CA     ,Laval                              ,Canada                                                       ,QC                           ,H7L 5W5    
